yuri-sevatz,
matthewmuccio,https://www.matthewmuccio.com
voidsec,https://voidsec.com
xurenlu,http://www.162cm.com
rapptz,http://stackoverflow.com/users/1381108/rapptz
lacraig2,https://lukecraig.com
jinwei908,https://www.reversethatshell.com
karimodm,
akx,https://akx.github.io/
sunjangyo12,setsunajin.blogspot.com
chsclarke,
davepo,http://www.daveposocco.com
h3xb0y,http://h3xb0y.github.io/
opsconfig,https://opsconfig.com
somu616,
inigodiez,
canerdembola,
malcomvetter,http://medium.com/@malcomvetter
nirizr,
mak,lokalhost.pl
flohero,www.flwr.dev
qnighy,https://twitter.com/qnighy/
ashkan-h,
adityaprakash-bobby,
juzeon,https://blog.skyju.cc
bodgergely,
tassoneroberto,https://robertotassone.com
erangad,
laterain,
deadbits,https://www.deadbits.org
ohbriansung,ohbriansung.github.io
pausenclown,
doroudi,https://yummycode.ir
travis-wentz,
maxkrivich,
spiralbl0ck,
matiastilerias,
shaymc,
danxaldanxe,
mgigor,
stargateur,
oros42,https://ecirtam.net/git/
de6f,
channitham,
raghuram42,https://www.linkedin.com/in/raghuramvoruganti/
vzaffalon,https://vzaffalon.github.io/
juxhindb,https://blog.digital-horror.com
cranklin,http://www.cranklin.com
linuz,http://kernelmeltdown.org
roxana-lafuente,https://www.lingua-e.com/
wh1t3p1g,http://blog.0kami.cn
josdemmers,
groovybits,http://groovy.org
briancain,
mak-,http://www.securit.ie/
arthaprihardana,
bishwahang,
camthesaxman,
blackstormsecurity,http://www.blackstormsecurity.com/
marcusbotacin,https://twitter.com/marcusbotacin
matthiasjreisinger,mreisinger.com
koekemoer,linkedin.com/in/lourenskoekemoer90
robgssp,
csuft,http://www.cnblogs.com/csuftzzk
jnwilson,
winway,https://winway.github.io
jessesilva,
txsniper,
wakef33,
nrosvall,https://www.nrosvall.name
erickwendel,https://erickwendel.com
bennettstaley,
thechosenone124,
cheverebe,https://www.linkedin.com/in/alejandro-rebecchi-aa128878/
myelin,http://myelin.nz/
matsu911,http://matsu911.github.com
merlingo,
theweirddev,
retsu8,
andrew98450,
stranck,https://stranck.ovh
dorukgezici,https://doruk.gezici.me
mrx6s0,
pappasbrent,https://pappasbrent.com/
dobrakmato,https://matejkormuth.eu
fabriciosanchez,http://fabriciosanchez.com
adamcheasley,
drupalhunter,
synacktra,
mr-qi,
rudissaar,https://murda.eu
xdevelnet,http://xdevelnet.org
eriksargent,
lucascudo,https://lucascudo.github.io/
my2ndangelic,
elmthedev,https://elmedinturkes.site
ajinabraham,ajinabraham.com
mahmudz,mahmudz.github.io
zeroc0d3,https://devopscorner.id
coldfix,https://coldfix.de
remotemethod,vk.com/remotemethod
halfhalo,
gitter-badger,https://gitter.im
massyb,
hackingzone,
shanemcc,http://shanemcc.co.uk/
jsimmons--dev,
jtrent238,https:\\bit.ly\jtrent238YT
jaylinski,
0xc1r3ng,https://0xc1r3ng.wordpress.com/
taeluhlee,
twaluigi,https://tomwygonik.com
pierky,https://pierky.com
jagan103,
shadow992,
msantos,http://listincomprehension.com/
deathslocus,
traventhewhitehat,
megamindmk,https://web-net.ml
theolong,
neenuavarghese,
halfbloodprince16,halfbloodprince16.github.io
greg5678,
vadimpilyugin,
rek7,https://blog.raphael.karger.is
dump25,
scrack,
zeatz,
therigidninja,https://brianshisanya.com/
atrac613,
virus-v,
t57root,http://www.hackshell.net
makeshift,
robertcanare,
hoangcuongflp,
cys3c,http://seclist.us/
shd101wyy,
lidenburg,
sanhar,
rsc-dev,matusiak.me
atticuss,https://www.sra.io
yvlf,
wmal,https://www.linkedin.com/in/warith1977
panagiks,https://panagiks.com
donaldmoore,
miguel-frazao,
mallouris,
zaventh,http://www.jeffmixon.com
k4m4,https://kama.tech
shinyquagsire23,http://douevenknow.us/
ioxxioxx,
samyk,https://samy.pl
fr4nca,https://fr4nca.io
szangaro,
cephurs,
chankruze,
aishanair,https://medium.com/@aishanair21
wbenny,
samgos,
alanzxc,
khanhnnvn,http://pythonvietnam.info
romeooscarkilo,
pasv,https://shell.fishing
fuyunguagua,
pamaruiz,
dieyushi,
anhackin,
mrhxz,
r3ddy97,
mattdees,
jli53,
ksadoff,
wjzhangq,http://blog.zhangwenjin.com
davidionita,ionita.dev
chrisallenlane,https://chris-allen-lane.com
rossja,http://jasonross.info
codefusion,https://kyleramey.dev
adamvr,
zuhairtaha,
viper4k,https://codepen.io/Viper4K/
incstk,
gavinhenderson,gavinhenderson.me
shivamkamat94,
kashsingh,
leetcodes,https://leet.codes
koorool,
kr0no,//kr0no.me
phoenixlzx,https://blog.phoenixlzx.com
neu5ron,https://blog.neu5ron.com/
serdarhaliloglu,https://www.serdarhaliloglu.com/
frank-en-stein,
linuxcar,http://graybox.ir
rohanhacker,http://www.rohanm.com
k2,https://twitter.com/ktwo_K2
chenerlich,
cgdevhusky92,http://www.revision-works.com
nikolozch,
rafaelravedutti,
famicoman,https://famicoman.com
m507,shellcode.blog
kdthanvi,https://github.com/karancode
phwd,http://phwd.github.com
securesean,sdb.tools/about
bongtrop,https://suam.wtf
ahmedgelemli,http://ideal.codes
kathamer,
samuelowino,https://thelifeplanner.co/
yhoazk,yhoazk.github.io
zackclarkkington,https://zack.exchange
samprits5,
sibichakkaravarthy,
fierval,http://viralfsharp.com
jacquais,
miagilepner,
mosajjal,n0p.me
demoorjasper,http://jasperdemoor.me
ethanmeep,http://ethanmeep.com
s4y4n,
cristianturetta,
chancn,
davidvargasrgv,
lnquy,https://lnquy.com
rakeshcorp,https://www.linkedin.com/in/rakeshcorp/
clovisirex,
jorgesumle,https://freakspot.net/
sun42,
harshpatel1427,
jes,https://incoherency.co.uk/
biegleux,https://twitter.com/biegleux
mishra14,http://ankitmishra.me/
j216,jaredhaer.me
ryzzaki,https://vcnguyen.me/
zellukas,
fay48,https://codelatte.net
clymb3r,
seandiggity,https://cyberclear.cc
nytewolf,https://sudox.net
hulahoopwhonix,
yatin2410,https://gitlab.com/yatin2410
qiuliuyang,
ivan-galinskiy,
dennisdenuto,
allegro-xx,http://d.hatena.ne.jp/udzuki/
avinashclosepetsuresh,https://www.linkedin.com/in/avinashcsuresh/
schnocker,
fl0wmar,
dtxdf,
hs-mxmx,
kostyll,
maldevel,
fyodorovaleksej,
moxie0,https://moxie.org
asuar078,
usrshare,
dragosinc,https://dragos.com
mswimmer,
1captainnemo1,
wolfcod,
zerod4y,
danielmagevski,danielbr.me
zorbaproject,
lm10pulkit,
nemumu,https://nemumu.com
quasiyoke,https://quasiyoke.me
mh4x0f,http://mh4x0f.github.io
joe-lawrence,
smikims,
coolervoid,http://funguscodes.blogspot.com.br/
regit,https://home.regit.org/
hassieswift621,
kylekwp22,
supar,
jeroenpijpker,
yuang1516,
ll3n1gmall,
technoknol,
aeolustf,AeolusTF.github.io
max-sum,
majestyhao,
webbrum,
rslu2000,
kyle-johnson,
bunseokbot,https://iam.namjun.kim
atul-rustagi,atulrustagi.wordpress.com
timhsutw,http://timhsu.chroot.org
chromewhip,https://www.linkedin.com/in/connorsteele/
seldaek,https://seld.be/
arosspope,https://keybase.io/andrewpo
zacsweers,https://zacsweers.dev
imdigitaljim,http://imdigitaljim.github.io/
octavian1213,
shashiupadhyay,https://github.com/shashiupadhyay
reda-abdellah,
sithis993,
dpazavalos,
edwinyzh,http://liveditor.com
ptr32void,
binlmmhc,
daunknownfox2010,
bamless,
krkhan,https://inspirated.com/
electrojustin,
gold688,
willbe058,
guillaumeorlando,
brokentari,saulreyna.dev
seung7642,pangtrue.tistory.com
coyotepod,
retr0c0ding,https://github.com/Retr0C0ding
ashmckenzie,gitlab.com/ashmckenzie
deadlyhollows,
rasvob,https://www.kaggle.com/rasvob
jg-fisher,https://youtube.com/JohnGFisher
tanc7,
1more,
platdrag,
khast3x,https://khast3x.club
9aylas,https://about.me/stoner_9aylas
xevel,http://xevel.fr
g2minhle,
tamkovich,
shwee77,
pingyan,
crhenr,cristian.sh
nicox539,
jonadiazz,http://www.linkedin.com/in/vasquezsprofile
0xbadbac0n,
cryptolok,https://twitter.com/cryptolok
mattiasgeniar,http://ma.ttias.be
xiaodi-nie,
zacharyvoase,https://meat.io/
tykel,http://timkelsall.com
seecurity,https://sebastian-schinzel.de/
stephenr,
whiroo,falweek@gmail.com
hyharryhuang,hyharryhuang.com
sshehata,
acastaner,https://acastaner.fr
pidydx,
e000,http://encyclopediadramatica.se/User:E
zingero,
alandau,
gentritm,https://gentritm.github.io/GentritM/
badnack,http://www.badnack.it
thez3r0,http://www.ghostfleet.org
isharp,
jaredwelsh,
mr-satan1,
drewchapin,www.drewchapin.com
sasqwatch,
metoo10987,
bahaabdelwahed,
malwaretech,http://www.malwaretech.com/
smahesh29,
khnshn,https://khanshan.com
meitar,
henriksb,
lcatro,
chepheus,
wendev89,
servomekanism,
nexocube,
jx-zhang98,
stracex,
acastillorobles77,
aspiggy,
nut-hatch,https://nut-hatch.github.io/
rockneurotiko,http://rockneurotiko.github.io
jusmistic,http://jusmistic.github.io
dandroid88,http://linuxhaxor.blogspot.com/
grettir,http://tinypineapple.com/
gskouroupathis,www.astrocamel.com
b3rito,
preshy,https://debughunters.com
luizfritsch,
futex,
rulosan,https://www.roguesecurity.io
ricardogeek,http://ricardogeek.com/
therealjeries,
kanglin,
griotspeak,
neuweiler,http://s80ev.blogspot.com
toorusr,https://max.berlin
landhb,https://blog.landhb.dev
felmoltor,https://twitter.com/felmoltor
chamba,
macdaddyaz,
mittalchirag,
mhaidli,https://mhaidli.github.io/
dstructcode,
aesophor,aesophor.github.io
fcccode,
johnsto,http://www.johnsto.co.uk/
johneric100,
pavan987,www.pavangondhi.com
dawidizydor,https://blog.dawid-izydor.pl
iwasaki-kenta,
rdev-at,http://rdev.at
tbiens,
adonespitogo,http://adonespitogo.com
rsabishek,
akashkw,https://www.linkedin.com/in/akashkw/
dieg0x17,
pekeinfo,
exploit-inters,
marc0l92,
sorenchiron,
justin-gooch,http://justin-gooch.com
ssp5zone,
suyashsjadhav,
ispoleet,
ryaoi,
deepwebcodex,
mateobosco,
langenhagen,www.langenhagen.cc
upa,http://member.wide.ad.jp/~upa/
corruptedark,
xiaoyi910821,
juan-apa,
nmantani,
drumsoft,http://drumsoft.com/
syriamanal,
zhoucj93,
ahpanna,https://pry.re/ & https://p1a.io/
bitfinity-nl,https://www.bitfinity.nl
jtpaasch,
karottenreibe,http://rottenrei.be
sadeghi-aa,
capablemonkey,http://about.me/gordonzheng
misteriouser,
dan3333,
scott-park,hellowuniverse.com
cwvc,
nitinmathew,
amaranto,
hmehra,hmehra.github.io
mariusolariu,https://www.linkedin.com/in/marius-olariu-00169312a/
albertyw,https://www.albertyw.com/
alexpell00,
mhelwig,https://www.codemetrix.io
starqiu,
alfredoabarca,https://www.linkedin.com/in/alfredo-abarca/
0x4f6d616e,
rishabh-gupta12,
yuru7,
sammyholt,
devast8a,
lianglixin,http://www.die.lu/
gcharan09,
tf0x,
lucasgras,
ahmethan,https://tr.linkedin.com/in/ahmethani
joshmerritt,
lostdevfound,
tonyg,https://leastfixedpoint.com/
mjdubell,
mihirswalia,
sandro-pasquali,http://www.amazon.com/s/ref=nb_sb_noss_2?url=search-alias%3Daps&field-keywords=sandro+pasquali
bbot64,
raspberryy,
noredlace,noredlace.com
vitalius,vitaliy.cloudmotion.com
sharpman,
cowbe0x004,
mustafadalga,https://www.linkedin.com/in/mustafadalga
zackiles,zacharyiles.com
omerfarukgenc,https://www.linkedin.com/in/%C3%B6mer-faruk-gen%C3%A7-a886b8187/
dpolitis,
parkereastman,
erdelf,
arcnotch,
drunkskipper,
lslx,https://lslx.github.io/
sarthak1598,
momo5502,https://momo5502.com
montoyaandres,https://resume.andresmontoyain.now.sh/
agenteph,imsec.com.br, escolahacker.com.br
mohamedazab,
yxmingy,
sarang25491,
iptamenos,https://www.chriskormaris.gr
lakshayk0804,ctrlaltcompete.org
karust,kamaloff.ru
kbeckmann,
danielrteixeira,
klaoude,
gameye98,
wolph,http://wol.ph/
mustlive,http://websecurity.com.ua
iacanaw,
brandonhartman,
shanenolan,http://shanenolan.me
s-heap,
dowlandaiello,https://dowlandaiello.com
wisdomcsharp,https://populous.world
cjayasanka,
abdelrahmanradwan,http://sincere.ly/abdelrahmanhamdyradwan/
harhar,http://www.harhar.me/
ivajkin,
gvsurenderreddy,
draeyo,
subinacls,
strund3r,https://about.me/franzwagner.str
unmarshal,
dan-aksenov,
tsahyt,
moritzjacobs,https://moritzjacobs.de
pokemongoteam,pokemongo.icu
mojtabatajik,https://t.me/BinBreaker
swarmer,https://swarmer.me/
petercunha,https://petercunha.com
sebasreyes01,
asamy,
mmaul,
livz,
marclave,
4r9un,
dbrant,https://dmitrybrant.com
petamint,https://twitter.com/hfx_sg
jeffreysasaki,https://www.jeffsasaki.com
batchmcnulty,
alessandrams,
augustgl,
lykaksparsz,
jayaramyalla,
tarunbod,
phplugins,
msr00t,
kevinliebergen,https://kevinliebergen.github.io/
hsumerf,https://www.facebook.com/h.s.umer.f
woobinda,
michellelunoza,
blackhack,
nekudo,https://bloatless.org
krisfromhbk,https://vk.com/kiril_samoilov
connor-grehlinger,
kuqadk3,https://tuanlinh.gitbook.io/
giacomolaw,https://giacomolaw.me/
rdebath,
jakubkulhan,
vadimkotov,
exhu,
opflep,
d4rk007,
h3ll0world,
0xvm,
hidd3ncod3s,https://hiddencodes.wordpress.com/
barmale0x79,
mrgrit,
s4vitar,https://www.hackthebox.eu/profile/3539
lauos,
orangetw,http://blog.orange.tw
belwase,www.btechnologies.org
bincker,
ishamrai,
garethpaul,garethpaul.com
tejasmanohar,https://hightouch.io
psychomario,https://blog.rorym.cnamara.com
blackmesalabs,https://blackmesalabs.wordpress.com/
kisulken,
joelthomas29,
mhammerc,
s3krit,https://blog.s3kr.it
knowlet,https://knowlet.me
valentinklinghammer,http://www.prototype.berlin
kishorekumarhanbar,https://www.linkedin.com/in/kishore-kumar-bheemappa-hanabar-9b9895b6?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base%3BpUyv0aZLT7itBpAMn1ku0g%3D%3D
blackhatethicalhacking,https://www.blackhatethicalhacking.com
danetrain,
lud1161,aseemshrey.in
giovannibellorio,
asweigart,https://github.com/asweigart/readal
tjnel,tjnel.net
itsyoboiexo1,
subv,
nickdrones,
iamhrg,https://www.linkedin.com/in/iamhrg
veggiedefender,https://blog.jse.li/
anon-exploiter,https://umar0x01.sh
gianlucag,http://www.gianlucaghettini.net
harisurya,
runconnor,
inflanty,
davidh-,uav.berkeley.edu
kamathln,http://lankerisms.blogspot.com
chinnidiwakar,http://www.youtube.com/thecybercare
chandni97,
tiurbec,
odayalhalbe,
deffy0h,https://joandesonandrade.com.br
williamshowalter,https://williamshowalter.com
pimmytrousers,
inike,https://galayko.ru
codeman101,
kevinkong91,
fziliott,
cptbarbe,
t959,http://mr-t959.xyz/
zatchery,
zzarcon,http://www.twitter.com/zzarcon
wille,
bonsaiviking,http://bonsaiviking.com/
gsingh93,https://gulshansingh.com
samuel,samuelks.com
silhouettes,
nikolaimagnussen,thoughts.magnussen.tf
flouritej,
vijaymohire,https://www.bhadaleit.com
alpharoy14,
khodges42,
arnaucube,https://arnaucube.com
nightadder,
andrelramos,
ichensky,
bfontecc,
tmgreenside,
brianleroux,https://brian.io
deepzec,https://www.linkedin.com/in/deeputv/
llarenas,https://github.com/nelbugarin
lestarch,
mazjindeel,
tgsec,
mboman,http://michaelboman.org
majdi,https://majdi.im
radhoo,http://www.pocketmagic.net
stnby,https://kernal.eu
julienpalard,https://mdk.fr
927589452,picarto.tv/927589452
peter-rich,www.zhanfuyang.com
mablanco,https://www.activasistemas.com/blog/
drkameleon,https://ensili.co
souhardya,
xeonax,aeonax.com
nguyenvulong,
d00rt,d00rt.eus
3xploit666,
ahmedsakrr,
